"id","altitud"
"05001",2070.073426573427
"05002",1971.948275862069
"05004",2342.248987854251
"05021",1487.7692307692307
"05030",1491.0454545454545
"05031",1048.1470129870129
"05034",2097.4862604540026
"05036",1771.7285714285715
"05038",2110.967032967033
"05040",883.4809917355371
"05042",1654.5226666666667
"05044",1477.8333333333333
"05045",247.08317757009345
"05051",94.38572513287775
"05055",1329.402027027027
"05059",1138.764423076923
"05079",1972.8151041666667
"05086",2566.170955882353
"05088",2258.0882352941176
"05091",1930.469387755102
"05093",1628.1904761904761
"05101",1742.3961218836564
"05107",1368.8148148148148
"05113",1648.78173374613
"05120",241.6241935483871
"05125",2374.860681114551
"05129",2086.1055555555554
"05134",1345.2981744421907
"05138",1854.0247678018575
"05142",646.2807971014493
"05145",1857.9466666666667
"05147",191.31327160493828
"05148",2038.5849673202615
"05150",2085.579166666667
"05154",79.53335579514825
"05172",191.22610294117646
"05190",1464.7878787878788
"05197",1558.3945249597423
"05206",1968.8858024691358
"05209",1418.9227053140096
"05212",2062.259259259259
"05234",1292.0690909090908
"05237",1989.7068965517242
"05240",1224.1607142857142
"05250",341.91402116402116
"05264",2543.4867724867727
"05266",2229.6233766233768
"05282",1300.3397435897436
"05284",1281.0346557227542
"05306",1962.6923076923076
"05308",1987.7846153846153
"05310",1536.8535714285715
"05313",1749.6489898989898
"05315",1513.8102564102564
"05318",2253.4423076923076
"05321",1944.75
"05347",1626.4260355029585
"05353",1240.7888888888888
"05360",1693.3809523809523
"05361",1172.8894736842105
"05364",2296.283950617284
"05368",1536.1714975845412
"05376",2241.21875
"05380",2005.982142857143
"05390",842.2592592592592
"05400",2442.0126050420167
"05411",1757.3660130718954
"05425",748.778801843318
"05440",2145.3333333333335
"05467",1681.0153846153846
"05475",261.7426650366748
"05480",617.2909450766947
"05483",1831.0925925925926
"05490",89.71454435727217
"05495",146.00170454545454
"05501",1259.1011904761904
"05541",2045.329365079365
"05543",1921.145202020202
"05576",1372.8755980861245
"05579",398.3808630393996
"05585",461.98671875
"05591",270.91789819376027
"05604",510.57866889445836
"05607",2303.1071428571427
"05615",2203.5665634674924
"05628",1473.25
"05631",1831.76
"05642",1689.631118881119
"05647",2209.14
"05649",1005.5531746031746
"05652",894.1098901098901
"05656",1512.3777777777777
"05658",2709.6974358974358
"05659",62.74934036939314
"05660",825.8721590909091
"05664",2411.39696969697
"05665",150.85857142857142
"05667",1259.2560606060606
"05670",1142.3118686868686
"05674",2127.1800554016622
"05679",1392.967672413793
"05686",2266.6218535469106
"05690",1623.5670588235294
"05697",2111.2358974358976
"05736",494.8075396825397
"05756",1184.120253164557
"05761",1488.8886639676114
"05789",1838.8845315904139
"05790",537.6897435897436
"05792",1133.7857142857142
"05809",1153.7602040816328
"05819",1322.1550802139038
"05837",164.55694422746447
"05842",1562.1340996168583
"05847",1392.6174863387978
"05854",1037.4157407407408
"05856",1050.248803827751
"05858",856.6862139917696
"05861",1127.4484126984128
"05873",248.38003220611915
"05885",917.422600619195
"05887",1795.4898648648648
"05890",1012.5976307189543
"05893",233.0920303605313
"05895",267.79606583701326
"08001",33.07636363636364
"08078",119.7016806722689
"08137",11.06640625
"08141",34.48076923076923
"08296",85.62179487179488
"08372",87.91213389121339
"08421",74.3030303030303
"08433",54.91851851851852
"08436",27.660493827160494
"08520",24.524475524475523
"08549",78.47021943573668
"08558",72.94545454545455
"08560",24.494791666666668
"08573",40.07142857142857
"08606",77.88339920948617
"08634",18.07936507936508
"08638",64.99407114624506
"08675",6.2027972027972025
"08685",30.307692307692307
"08758",31.277227722772277
"08770",6.068181818181818
"08832",97.3170731707317
"08849",101.76923076923077
"11001",2559.151927437642
"13001",69.67923151750973
"13006",40.41388888888889
"13030",79.01
"13042",491.
"13052",34.22412060301507
"13062",38.447712418300654
"13074",67.01955034213098
"13140",37.39766081871345
"13160",313.8259423503326
"13188",13.48
"13212",63.326190476190476
"13222",97.828125
"13244",216.40719696969697
"13248",89.03571428571429
