departamento,municipio,altitud,latitud,longitud
Huila,Agrado,988.714,2.259,-75.704
Huila,Aipe,480.667,3.23,-75.273
Huila,Algeciras,1332.857,2.542,-75.298
Huila,Altamira,1368.0,2.079,-75.736
Huila,Baraya,851.625,3.172,-75.026
Huila,Campoalegre,585.727,2.669,-75.355
Huila,Colombia,1188.75,3.553,-74.78
Huila,Garzón,1107.0,2.185,-75.609
Huila,Gigante,1090.75,2.357,-75.554
Huila,Hobo,636.0,2.575,-75.436
Huila,La Argentina,1500.0,2.199,-75.972
Huila,La Plata,1603.75,2.295,-76.01
Huila,Neiva,1005.611,2.931,-75.238
Huila,Nátaga,1747.5,2.602,-75.783
Huila,Paicol,786.0,2.467,-75.833
Huila,Palermo,635.13,2.857,-75.392
Huila,Palestina (Huila),1645.0,1.686,-76.131
Huila,Pital,805.0,2.199,-75.779
Huila,Pitalito,1400.0,2.035,-76.086
Huila,Rivera,925.0,2.789,-75.186
Huila,Saladoblanco,1919.0,2.022,-76.114
Huila,San Agustín,1240.75,1.954,-76.343
Huila,Santa María (Huila),1187.75,2.95,-75.572
Huila,Tarqui,1015.0,2.113,-75.845
Huila,Tello,509.833,3.058,-75.185
Huila,Teruel,1322.857,2.761,-75.59
Huila,Tesalia,905.0,2.495,-75.687
Huila,Villavieja,422.222,3.303,-75.167
Huila,Yaguará,589.125,2.631,-75.53
Huila,Íquira,778.75,2.697,-75.636
La Guajira,Albania (La guajira),126.455,11.158,-72.552
La Guajira,Barrancas,234.722,11.016,-72.7
La Guajira,Dibulla,159.143,11.171,-73.394
La Guajira,Distracción,322.5,10.901,-72.991
La Guajira,Fonseca,281.25,10.873,-72.881
La Guajira,Hato Nuevo,266.833,11.106,-72.705
La Guajira,La Jagua Del Pilar,100.0,10.45,-73.15
La Guajira,Maicao,116.769,11.334,-72.342
La Guajira,Manaure,21.5,11.656,-72.621
La Guajira,Riohacha,47.286,11.355,-72.916
La Guajira,San Juan Del Cesar,452.375,10.878,-73.031
La Guajira,Uribia,58.531,12.089,-71.698
La Guajira,Urumita,255.0,10.566,-73.016
La Guajira,Villanueva (La guajira),206.667,10.539,-73.072
Magdalena,Algarrobo,122.5,10.254,-74.045
Magdalena,Aracataca,47.8,10.56,-74.168
Magdalena,Ariguaní (El Dificil),115.0,9.844,-74.042
Magdalena,Ciénaga,406.636,10.868,-74.124
Magdalena,El Banco,28.1,9.054,-74.011
Magdalena,El Piñón,41.0,10.344,-74.732
Magdalena,El Retén,32.75,10.6,-74.249
Magdalena,Fundación,368.6,10.448,-74.049
Magdalena,Nueva Granada,95.0,9.743,-74.355
Magdalena,Pivijai,50.0,10.394,-74.428
Magdalena,Plato,53.5,9.791,-74.681
Magdalena,Puebloviejo,13.5,10.849,-74.317
Magdalena,Remolino,10.0,10.591,-74.647
Magdalena,Salamina (Magdalena),15.0,10.488,-74.79
Magdalena,San Sebastián De Buenavista,46.667,9.407,-74.317
Magdalena,San Zenón,25.0,9.248,-74.502
Magdalena,Santa Ana,62.667,9.535,-74.295
Magdalena,Santa Bárbara De Pinto,39.0,9.478,-74.697
Magdalena,Santa Marta,345.03,11.207,-73.988
Magdalena,Sitionuevo,4.0,11.006,-74.684
Magdalena,Tenerife,13.0,9.903,-74.864
Magdalena,Zona Bananera,28.467,10.826,-74.165
Meta,Acacías,863.667,4.102,-73.778
Meta,Barranca De Upía,213.5,4.527,-72.967
Meta,Cabuyaro,199.333,4.338,-72.875
Meta,Castilla La Nueva,297.2,3.817,-73.515
Meta,Cubarral,600.0,3.791,-73.843
Meta,Cumaral,347.0,4.306,-73.385
Meta,El Calvario,2315.0,4.297,-73.698
Meta,El Castillo,600.0,3.531,-73.901
Meta,El Dorado,800.0,3.742,-73.835
Meta,Fuente De Oro,278.333,3.4,-73.611
Meta,Granada (Meta),351.375,3.461,-73.766
Meta,Guamal (Meta),662.5,3.901,-73.787
Meta,La Macarena,281.667,2.349,-73.888
Meta,Lejanías,760.0,3.555,-74.038
Meta,Mapiripán,226.5,3.045,-72.407
Meta,Mesetas,620.0,3.38,-74.043
Meta,Puerto Concordia,235.0,2.833,-72.809
Meta,Puerto Gaitán,149.2,4.556,-71.612
Meta,Puerto Lleras,242.8,3.204,-73.293
Meta,Puerto López,189.692,4.015,-72.827
Meta,Puerto Rico (Meta),220.0,2.9,-72.9
Meta,Restrepo (Meta),677.25,4.245,-73.577
Meta,San Carlos De Guaroa,268.333,3.856,-73.33
Meta,San Juan De Arama,486.667,3.348,-73.942
Meta,San Martín (Meta),329.75,3.712,-73.289
Meta,Uribe,666.5,2.903,-74.228
Meta,Villavicencio,411.19,4.115,-73.577
Meta,Vistahermosa,292.5,3.16,-73.752
Nariño,Aldana,2961.0,0.857,-77.678
Nariño,Barbacoas,234.0,1.447,-78.117
Nariño,Chachaguí,1796.0,1.394,-77.291
Nariño,Colón (Génova),1755.0,1.662,-77.007
Nariño,Contadero,2450.0,0.93,-77.491
Nariño,Cuaspud (Carlosama),2920.0,0.844,-77.686
Nariño,Cumbal,1771.0,0.829,-77.885
Nariño,Cumbitara,356.667,1.672,-77.505
Nariño,El Charco,50.0,2.442,-78.091
Nariño,El Rosario,600.0,1.633,-77.45
Nariño,Gualmatán,2830.0,0.907,-77.581
Nariño,Ipiales,2582.0,0.814,-77.662
Nariño,La Cruz,2248.0,1.595,-76.834
Nariño,La Unión (Nariño),1745.0,1.583,-77.133
Nariño,Los Andes (Sotomayor),480.0,1.574,-77.442
Nariño,Magüí (Payán),80.0,2.079,-78.113
Nariño,Mallama (Piedrancha),1830.0,1.142,-77.929
Nariño,Mosquera (Nariño),10.0,2.505,-78.455
Nariño,Pasto,2557.8,1.093,-77.225
Nariño,Policarpa,475.0,1.594,-77.429
Nariño,Potosí,1388.0,0.816,-77.559
Nariño,Puerres,2457.0,0.836,-77.376
Nariño,Ricaurte (Nariño),1210.0,1.215,-77.997
Nariño,Roberto Payán (San José),40.0,2.19,-78.416
Nariño,Taminango,1080.0,1.569,-77.325
Nariño,Tumaco,8.2,1.645,-78.699
Nariño,Túquerres,3120.0,1.071,-77.637
Norte de Santander,Arboledas,1337.5,7.614,-72.864
Norte de Santander,Bochalema,770.0,7.699,-72.601
Norte de Santander,Chinácota,1040.0,7.65,-72.598
Norte de Santander,Chitagá,2865.0,7.077,-72.673
Norte de Santander,Convención,1215.0,8.605,-73.334
Norte de Santander,Cucutilla,1325.0,7.53,-72.769
Norte de Santander,Cáchira,935.667,7.718,-73.105
Norte de Santander,Cácota,2645.0,7.27,-72.644
Norte de Santander,Cúcuta,180.564,8.11,-72.503
Norte de Santander,Durania,255.0,7.833,-72.633
Norte de Santander,El Carmen (Norte de Santander),1500.0,8.717,-73.467
Norte de Santander,El Tarra,92.5,8.776,-72.966
Norte de Santander,El Zulia,154.0,8.067,-72.59
Norte de Santander,Gramalote,120.0,7.892,-72.799
Norte de Santander,Herrán,1902.5,7.447,-72.455
Norte de Santander,La Esperanza,185.5,7.648,-73.447
Norte de Santander,La Playa,1506.667,8.233,-73.227
Norte de Santander,Labateca,1335.5,7.263,-72.473
Norte de Santander,Lourdes,1200.0,7.95,-72.832
Norte de Santander,Mutiscua,2762.5,7.308,-72.734
Norte de Santander,Ocaña,1368.571,8.256,-73.361
Norte de Santander,Pamplona,2351.0,7.367,-72.656
Norte de Santander,Pamplonita,1107.0,7.517,-72.644
Norte de Santander,Puerto Santander,50.0,8.359,-72.41
Norte de Santander,Ragonvalia,1690.0,7.571,-72.517
Norte de Santander,Salazar,860.0,7.779,-72.817
Norte de Santander,San Calixto,1650.0,8.408,-73.214
Norte de Santander,San Cayetano (Norte de Santander),260.25,7.905,-72.623
Norte de Santander,Santiago (Norte de Santander),411.0,7.864,-72.716
Norte de Santander,Sardinata,282.571,8.256,-72.839
Norte de Santander,Silos,2852.0,7.212,-72.747
Norte de Santander,Teorama,710.0,8.464,-73.279
Norte de Santander,Tibú,74.75,8.578,-72.711
Norte de Santander,Toledo (Norte de Santander),852.857,7.08,-72.335
Norte de Santander,Villa Caro,1865.0,7.97,-72.999
Norte de Santander,Villa Del Rosario,490.667,7.787,-72.484
Norte de Santander,Ábrego,1515.741,8.053,-73.2
Putumayo,Mocoa,1174.333,1.126,-76.739
Putumayo,Puerto Asís,238.429,0.473,-76.47
Putumayo,Puerto Caicedo,300.0,0.686,-76.605
Putumayo,Puerto Leguízamo,165.692,-0.09,-74.989
Putumayo,San Francisco (Putumayo),2100.0,1.134,-76.93
Putumayo,San Miguel (La Dorada),500.0,0.279,-76.927
Putumayo,Santiago (Putumayo),1340.0,1.12,-77.001
Putumayo,Sibundoy,2130.0,1.117,-76.95
Putumayo,Valle Del Guamuez (La Hormiga),500.0,0.48,-76.958
Putumayo,Villagarzón,344.0,0.843,-76.572
Quindío,Armenia (Quindío),1357.0,4.493,-75.729
Quindío,Calarcá,2255.0,4.528,-75.596
Quindío,Génova,1524.0,4.217,-75.767
Quindío,Pijao,1159.0,4.335,-75.734
Quindío,Salento,26.0,4.636,-75.569
RIsaralda,Apía,1115.0,5.052,-75.947
RIsaralda,Belén De Umbría,1678.5,5.187,-75.883
RIsaralda,Dosquebradas,1400.0,4.85,-75.683
RIsaralda,Guática,1627.25,5.286,-75.819
RIsaralda,La Virginia,923.5,4.9,-75.883
RIsaralda,Marsella,1549.2,4.938,-75.743
RIsaralda,Mistrató,1483.0,5.294,-75.873
RIsaralda,Pereira,1434.524,4.78,-75.696
RIsaralda,Pueblo Rico,764.5,5.203,-76.006
RIsaralda,Quinchía,791.0,5.274,-75.666
RIsaralda,Santa Rosa De Cabal,2403.833,4.803,-75.556
RIsaralda,Santuario (Risaralda),2775.0,5.102,-76.014
Santander,Albania (Santander),1807.5,5.771,-73.915
Santander,Aratoca,2860.0,6.8,-73.05
Santander,Barichara,850.0,6.681,-73.235
Santander,Barrancabermeja,97.846,7.044,-73.836
Santander,Betulia (Santander),192.0,7.039,-73.341
Santander,Bolivar (Santander),851.667,6.079,-73.996
Santander,Bucaramanga,727.286,7.124,-73.124
Santander,Cabrera (Santander),612.5,6.553,-73.28
Santander,California,3100.0,7.317,-72.867
Santander,Capitanejo,1204.25,6.517,-72.69
Santander,Carcasí,224.0,6.628,-72.63
Santander,Cepitá,607.5,6.752,-72.979
Santander,Cerrito,2894.75,6.867,-72.695
Santander,Charalá,1332.5,6.277,-73.144
Santander,Charta,150.0,7.217,-73.05
Santander,Chima (Santander),526.667,6.359,-73.368
Santander,Cimitarra,146.583,6.432,-74.119
Santander,Concepción (Santander),3168.0,6.81,-72.556
Santander,Confines,1523.0,6.355,-73.24
Santander,Coromoro,2084.0,6.234,-72.985
Santander,Curití,1587.0,6.605,-73.063
Santander,El Carmen (Santander),494.0,6.734,-73.563
Santander,El Guacamayo,1800.0,6.324,-73.467
Santander,El Playón,500.0,7.465,-73.201
Santander,Encino,1814.0,6.138,-73.098
Santander,Floridablanca,1013.167,7.081,-73.07
Santander,Girón,618.0,7.04,-73.25
Santander,Guaca,3050.333,6.956,-72.828
Santander,Guadalupe (Santander),1400.0,6.237,-73.415
Santander,Guavatá,218.0,5.961,-73.702
Santander,Gámbita,2026.2,5.905,-73.364
Santander,Jesús María,2255.0,5.872,-73.848
Santander,Landázuri,935.0,6.221,-73.809
Santander,Lebrija,701.667,7.225,-73.279
Santander,Los Santos,1460.0,6.759,-73.093
Santander,Macaravita,1856.0,6.494,-72.581
Santander,Matanza,1378.667,7.316,-73.044
Santander,Mogotes,1679.75,6.485,-72.979
Santander,Molagavita,2150.0,6.672,-72.811
Santander,Málaga,2198.5,6.703,-72.732
Santander,Ocamonte,1400.0,6.35,-73.117
Santander,Oiba,1400.0,6.256,-73.318
Santander,Onzaga,1560.0,6.273,-72.811
Santander,Palmar,940.0,6.55,-73.288
Santander,Piedecuesta,156.4,6.972,-73.039
Santander,Pinchote,975.0,6.532,-73.199
Santander,Puerto Parra,117.333,6.698,-74.076
Santander,Puerto Wilches,82.053,7.578,-73.825
Santander,Páramo,1277.0,6.431,-73.162
Santander,Rionegro (Santander),503.125,7.443,-73.396
Santander,Sabana De Torres,110.286,7.477,-73.534
Santander,San Andrés (Santander),1702.0,6.83,-72.844
Santander,San Gil,1222.0,6.541,-73.117
Santander,San Joaquín,20.0,6.426,-72.874
Santander,San Vicente De Chucurí,315.0,6.934,-73.509
Santander,Santa Bárbara (Santander),250.0,6.94,-72.932
Santander,Simacota,126.667,6.617,-73.69
Santander,Socorro,1115.333,6.451,-73.274
Santander,Suaita,918.4,6.113,-73.42
Santander,Sucre (Santander),2270.0,5.92,-73.796
Santander,Suratá,1754.4,7.406,-72.994
Santander,Tona,2399.375,7.16,-72.953
Santander,Valle De San José,1261.5,6.46,-73.108
Santander,Vetas,3220.0,7.309,-72.878
Santander,Vélez,1177.5,6.107,-73.745
Santander,Zapatoca,1475.0,6.767,-73.271
Sucre,Buenavista (Sucre),100.0,9.359,-74.941
Sucre,Caimito,20.0,8.791,-75.124
Sucre,Chalán,100.0,9.539,-75.322
Sucre,Colosó,130.0,9.501,-75.374
Sucre,Corozal,122.0,9.271,-75.252
Sucre,Galeras,47.5,9.173,-74.983
Sucre,Guaranda,45.0,8.333,-74.736
Sucre,Los Palmitos,183.333,9.421,-75.139
Sucre,Majagual,44.2,8.586,-74.662
Sucre,Morroa,168.0,9.357,-75.289
Sucre,Ovejas,232.5,9.533,-75.175
Sucre,Sampués,160.0,9.316,-75.388
Sucre,San Benito Abad,33.75,9.051,-75.033
Sucre,San Juan De Betulia (Betulia),165.0,9.327,-75.243
Sucre,San Marcos,37.75,8.619,-75.168
Sucre,San Onofre,27.125,9.847,-75.478
Sucre,Sincelejo,115.667,9.284,-75.434
Sucre,Sincé,60.0,9.177,-75.022
Sucre,Sucre (Sucre),27.5,8.872,-74.718
Sucre,Tolú,7.667,9.463,-75.59
Sucre,Tolú Viejo,59.75,9.44,-75.437
Tolima,Alpujarra,1058.0,3.416,-74.869
Tolima,Alvarado,439.0,4.568,-74.951
Tolima,Ambalema,415.538,4.812,-74.814
Tolima,Anzoátegui,3224.5,4.654,-75.209
Tolima,Armero (Guayabal),749.143,5.0,-74.887
Tolima,Ataco,900.182,3.444,-75.546
Tolima,Cajamarca,1920.8,4.395,-75.496
Tolima,Carmen De Apicalá,321.0,4.161,-74.713
Tolima,Chaparral,546.2,3.73,-75.506
Tolima,Coyaima,411.833,3.919,-75.183
Tolima,Cunday,479.167,3.976,-74.714
Tolima,Dolores,1556.0,3.602,-74.811
Tolima,Espinal,387.0,4.197,-74.958
Tolima,Flandes,287.333,4.281,-74.805
Tolima,Fresno,1670.0,5.158,-75.049
Tolima,Guamo,321.25,4.029,-74.943
Tolima,Honda,727.8,5.222,-74.758
Tolima,Ibagué,1571.794,4.474,-75.264
Tolima,Icononzo,750.0,4.192,-74.501
Tolima,Lérida,656.6,4.841,-74.913
Tolima,Líbano,1624.5,4.936,-75.08
Tolima,Mariquita,948.889,5.219,-74.895
Tolima,Melgar,575.6,4.209,-74.62
Tolima,Murillo,2281.333,4.876,-75.214
Tolima,Natagaima,375.6,3.521,-75.117
Tolima,Ortega,1166.2,3.945,-75.237
Tolima,Piedras,384.0,4.535,-74.881
Tolima,Planadas,1402.5,3.117,-75.697
Tolima,Prado,372.111,3.736,-74.873
Tolima,Purificación,338.429,3.867,-74.889
Tolima,Rioblanco,1285.4,3.47,-75.694
Tolima,Roncesvalles,2728.75,4.057,-75.594
Tolima,Rovira,812.111,4.175,-75.281
Tolima,Saldaña,1387.167,3.91,-75.049
Tolima,San Antonio,1474.0,3.912,-75.486
Tolima,San Luis (Tolima),589.667,4.197,-75.107
Tolima,Santa Isabel,2470.385,4.726,-75.213
Tolima,Suárez (Tolima),1518.0,4.039,-74.821
Tolima,Valle De San Juan,624.0,4.216,-75.127
Tolima,Venadillo,437.75,4.728,-74.937
Tolima,Villahermosa,1802.6,4.952,-75.166
Tolima,Villarrica,1041.75,3.876,-74.639
Valle del Cauca,Alcalá,1261.0,4.676,-75.786
Valle del Cauca,Andalucía,1314.0,4.087,-76.101
Valle del Cauca,Ansermanuevo,1465.5,4.785,-76.065
Valle del Cauca,Bolívar (Valle del cauca),954.5,4.359,-76.247
Valle del Cauca,Buenaventura,32.2,3.881,-77.115
Valle del Cauca,Buga,813.333,3.881,-76.189
Valle del Cauca,Bugalagrande,912.0,4.187,-76.07
Valle del Cauca,Caicedonia,137.5,4.371,-75.855
Valle del Cauca,Cali,1034.625,3.423,-76.558
Valle del Cauca,Candelaria (Valle del cauca),413.8,3.376,-76.375
Valle del Cauca,Cartago,941.5,4.689,-75.943
Valle del Cauca,Dagua,1164.0,3.647,-76.728
Valle del Cauca,El Cerrito,2611.0,3.699,-76.13
Valle del Cauca,El Dovio,1196.0,4.496,-76.352
Valle del Cauca,El Águila,1341.0,4.971,-76.039
Valle del Cauca,Florida,1008.0,3.334,-76.223
Valle del Cauca,Ginebra,1826.0,3.773,-76.166
Valle del Cauca,Guacarí,990.0,3.77,-76.332
Valle del Cauca,Jamundí,570.8,3.236,-76.592
Valle del Cauca,La Cumbre,1161.75,3.679,-76.571
Valle del Cauca,La Unión (Valle del cauca),923.5,4.563,-76.059
Valle del Cauca,La Victoria (Valle del cauca),949.0,4.516,-76.041
Valle del Cauca,Obando,986.0,4.589,-75.966
Valle del Cauca,Palmira,911.444,3.556,-76.313
Valle del Cauca,Pradera,155.0,3.46,-76.25
Valle del Cauca,Riofrío,936.0,4.133,-76.267
Valle del Cauca,Roldanillo,924.5,4.447,-76.105
Valle del Cauca,San Pedro (Valle del cauca),157.0,4.015,-76.158
Valle del Cauca,Sevilla,2279.0,4.121,-75.819
Valle del Cauca,Toro,933.8,4.62,-76.054
Valle del Cauca,Tuluá,1149.167,4.053,-76.093
Valle del Cauca,Versalles,189.0,4.573,-76.202
Valle del Cauca,Vijes,974.0,3.699,-76.43
Valle del Cauca,Yotoco,962.0,3.891,-76.351
Valle del Cauca,Zarzal,775.5,4.354,-76.023
Vaupes,Mitú,170.0,0.959,-69.928
Vichada,Cumaribo,119.267,4.446,-69.2
Vichada,La Primavera,85.455,5.893,-69.735
Vichada,Puerto Carreño,69.0,5.942,-67.999
Vichada,Santa Rosalía,108.0,5.283,-70.726
