geo_id,departamento,municipio,altitud,latitud,longitud
23466,córdoba,montelíbano,86.5,8.038,-75.565
23001,córdoba,montería,39.412,8.657,-75.92
23555,córdoba,planeta-rica,99.0,8.34,-75.572
23570,córdoba,pueblo-nuevo,62.5,8.455,-75.438
23574,córdoba,puerto-escondido,15.0,9.071,-76.224
23580,córdoba,puerto-libertador,61.667,7.917,-75.679
23660,córdoba,sahagún,125.0,8.741,-75.499
23670,córdoba,san-andrés-de-sotavento,71.875,9.202,-75.519
23672,córdoba,san-antero,20.5,9.351,-75.793
23675,córdoba,san-bernardo-del-viento,9.667,9.306,-75.974
23678,córdoba,san-carlos-córdoba,51.857,8.756,-75.707
23682,córdoba,san-jose-de-ure,200.0,7.788,-75.538
23686,córdoba,san-pelayo,16.333,9.017,-75.837
23807,córdoba,tierralta,176.464,7.922,-76.218
23855,córdoba,valencia,82.5,8.291,-76.155
94343,guainía,barranco-mina,96.75,3.691,-69.101
94001,guainía,inírida,100.0,3.871,-67.925
95025,guaviare,el-retorno,150.0,2.373,-72.64
95001,guaviare,san-josé-del-guaviare,194.0,2.583,-72.538
41006,huila,acevedo,2225.0,1.583,-76.0
41013,huila,agrado,988.714,2.259,-75.704
41016,huila,aipe,480.667,3.23,-75.273
41020,huila,algeciras,1332.857,2.542,-75.298
41026,huila,altamira,1368.0,2.079,-75.736
41078,huila,baraya,851.625,3.172,-75.026
41132,huila,campoalegre,585.727,2.669,-75.355
41206,huila,colombia,1188.75,3.553,-74.78
41298,huila,garzón,1107.0,2.185,-75.609
41306,huila,gigante,1090.75,2.357,-75.554
41349,huila,hobo,636.0,2.575,-75.436
41378,huila,la-argentina,1500.0,2.199,-75.972
41396,huila,la-plata,1603.75,2.295,-76.01
41001,huila,neiva,1005.611,2.931,-75.238
41483,huila,nátaga,1747.5,2.602,-75.783
41518,huila,paicol,786.0,2.467,-75.833
41524,huila,palermo,635.13,2.857,-75.392
41530,huila,palestina-huila,1645.0,1.686,-76.131
41548,huila,pital,805.0,2.199,-75.779
41551,huila,pitalito,1400.0,2.035,-76.086
41615,huila,rivera,925.0,2.789,-75.186
41660,huila,saladoblanco,1919.0,2.022,-76.114
41668,huila,san-agustín,1240.75,1.954,-76.343
41676,huila,santa-maría-huila,1187.75,2.95,-75.572
41791,huila,tarqui,1015.0,2.113,-75.845
41799,huila,tello,509.833,3.058,-75.185
41801,huila,teruel,1322.857,2.761,-75.59
41797,huila,tesalia,905.0,2.495,-75.687
41872,huila,villavieja,422.222,3.303,-75.167
41885,huila,yaguará,589.125,2.631,-75.53
41357,huila,íquira,778.75,2.697,-75.636
44035,la-guajira,albania-la-guajira,126.455,11.158,-72.552
44078,la-guajira,barrancas,234.722,11.016,-72.7
44090,la-guajira,dibulla,159.143,11.171,-73.394
44098,la-guajira,distracción,322.5,10.901,-72.991
44279,la-guajira,fonseca,281.25,10.873,-72.881
44378,la-guajira,hato-nuevo,266.833,11.106,-72.705
44420,la-guajira,la-jagua-del-pilar,100.0,10.45,-73.15
44430,la-guajira,maicao,116.769,11.334,-72.342
44560,la-guajira,manaure,21.5,11.656,-72.621
44001,la-guajira,riohacha,47.286,11.355,-72.916
44650,la-guajira,san-juan-del-cesar,452.375,10.878,-73.031
44847,la-guajira,uribia,58.531,12.089,-71.698
44855,la-guajira,urumita,255.0,10.566,-73.016
44874,la-guajira,villanueva-la-guajira,206.667,10.539,-73.072
47030,magdalena,algarrobo,122.5,10.254,-74.045
47053,magdalena,aracataca,47.8,10.56,-74.168
47058,magdalena,ariguaní-el-dificil,115.0,9.844,-74.042
47189,magdalena,ciénaga,406.636,10.868,-74.124
47245,magdalena,el-banco,28.1,9.054,-74.011
47258,magdalena,el-piñón,41.0,10.344,-74.732
47268,magdalena,el-retén,32.75,10.6,-74.249
47288,magdalena,fundación,368.6,10.448,-74.049
47460,magdalena,nueva-granada,95.0,9.743,-74.355
47551,magdalena,pivijai,50.0,10.394,-74.428
47555,magdalena,plato,53.5,9.791,-74.681
47570,magdalena,puebloviejo,13.5,10.849,-74.317
47605,magdalena,remolino,10.0,10.591,-74.647
47675,magdalena,salamina-magdalena,15.0,10.488,-74.79
47692,magdalena,san-sebastián-de-buenavista,46.667,9.407,-74.317
47703,magdalena,san-zenón,25.0,9.248,-74.502
47707,magdalena,santa-ana,62.667,9.535,-74.295
47720,magdalena,santa-bárbara-de-pinto,39.0,9.478,-74.697
47001,magdalena,santa-marta,345.03,11.207,-73.988
47745,magdalena,sitionuevo,4.0,11.006,-74.684
47798,magdalena,tenerife,13.0,9.903,-74.864
47980,magdalena,zona-bananera,28.467,10.826,-74.165
50006,meta,acacías,863.667,4.102,-73.778
50110,meta,barranca-de-upía,213.5,4.527,-72.967
50124,meta,cabuyaro,199.333,4.338,-72.875
50150,meta,castilla-la-nueva,297.2,3.817,-73.515
50223,meta,cubarral,600.0,3.791,-73.843
50226,meta,cumaral,347.0,4.306,-73.385
50245,meta,el-calvario,2315.0,4.297,-73.698
50251,meta,el-castillo,600.0,3.531,-73.901
50270,meta,el-dorado,800.0,3.742,-73.835
50287,meta,fuente-de-oro,278.333,3.4,-73.611
50313,meta,granada-meta,351.375,3.461,-73.766
50318,meta,guamal-meta,662.5,3.901,-73.787
50350,meta,la-macarena,281.667,2.349,-73.888
50400,meta,lejanías,760.0,3.555,-74.038
50325,meta,mapiripán,226.5,3.045,-72.407
50330,meta,mesetas,620.0,3.38,-74.043
50450,meta,puerto-concordia,235.0,2.833,-72.809
50568,meta,puerto-gaitán,149.2,4.556,-71.612
50577,meta,puerto-lleras,242.8,3.204,-73.293
50573,meta,puerto-lópez,189.692,4.015,-72.827
50590,meta,puerto-rico-meta,220.0,2.9,-72.9
50606,meta,restrepo-meta,677.25,4.245,-73.577
50680,meta,san-carlos-de-guaroa,268.333,3.856,-73.33
50683,meta,san-juan-de-arama,486.667,3.348,-73.942
50689,meta,san-martín-meta,329.75,3.712,-73.289
50370,meta,uribe,666.5,2.903,-74.228
50001,meta,villavicencio,411.19,4.115,-73.577
50711,meta,vistahermosa,292.5,3.16,-73.752
52022,nariño,aldana,2961.0,0.857,-77.678
52079,nariño,barbacoas,234.0,1.447,-78.117
52240,nariño,chachaguí,1796.0,1.394,-77.291
52203,nariño,colón-génova,1755.0,1.662,-77.007
52210,nariño,contadero,2450.0,0.93,-77.491
52224,nariño,cuaspud-carlosama,2920.0,0.844,-77.686
52227,nariño,cumbal,1771.0,0.829,-77.885
52233,nariño,cumbitara,356.667,1.672,-77.505
52250,nariño,el-charco,50.0,2.442,-78.091
52256,nariño,el-rosario,600.0,1.633,-77.45
52323,nariño,gualmatán,2830.0,0.907,-77.581
52356,nariño,ipiales,2582.0,0.814,-77.662
52378,nariño,la-cruz,2248.0,1.595,-76.834
52480,nariño,la-unión-nariño,1745.0,1.583,-77.133
52418,nariño,los-andes-sotomayor,480.0,1.574,-77.442
52427,nariño,magüí-payán,80.0,2.079,-78.113
52435,nariño,mallama-piedrancha,1830.0,1.142,-77.929
52480,nariño,mosquera-nariño,10.0,2.505,-78.455
52001,nariño,pasto,2557.8,1.093,-77.225
52540,nariño,policarpa,475.0,1.594,-77.429
52560,nariño,potosí,1388.0,0.816,-77.559
52573,nariño,puerres,2457.0,0.836,-77.376
52480,nariño,ricaurte-nariño,1210.0,1.215,-77.997
52621,nariño,roberto-payán-san-josé,40.0,2.19,-78.416
52786,nariño,taminango,1080.0,1.569,-77.325
52835,nariño,tumaco,8.2,1.645,-78.699
52838,nariño,túquerres,3120.0,1.071,-77.637
54051,norte-de-santander,arboledas,1337.5,7.614,-72.864
54099,norte-de-santander,bochalema,770.0,7.699,-72.601
54172,norte-de-santander,chinácota,1040.0,7.65,-72.598
54174,norte-de-santander,chitagá,2865.0,7.077,-72.673
54206,norte-de-santander,convención,1215.0,8.605,-73.334
54223,norte-de-santander,cucutilla,1325.0,7.53,-72.769
54128,norte-de-santander,cáchira,935.667,7.718,-73.105
54125,norte-de-santander,cácota,2645.0,7.27,-72.644
54001,norte-de-santander,cúcuta,180.564,8.11,-72.503
54239,norte-de-santander,durania,255.0,7.833,-72.633
54245,norte-de-santander,el-carmen-norte-de-santander,1500.0,8.717,-73.467
54250,norte-de-santander,el-tarra,92.5,8.776,-72.966
54261,norte-de-santander,el-zulia,154.0,8.067,-72.59
54313,norte-de-santander,gramalote,120.0,7.892,-72.799
54347,norte-de-santander,herrán,1902.5,7.447,-72.455
54385,norte-de-santander,la-esperanza,185.5,7.648,-73.447
54398,norte-de-santander,la-playa,1506.667,8.233,-73.227
54377,norte-de-santander,labateca,1335.5,7.263,-72.473
54418,norte-de-santander,lourdes,1200.0,7.95,-72.832
54480,norte-de-santander,mutiscua,2762.5,7.308,-72.734
54498,norte-de-santander,ocaña,1368.571,8.256,-73.361
54518,norte-de-santander,pamplona,2351.0,7.367,-72.656
54520,norte-de-santander,pamplonita,1107.0,7.517,-72.644
54553,norte-de-santander,puerto-santander,50.0,8.359,-72.41
54599,norte-de-santander,ragonvalia,1690.0,7.571,-72.517
54660,norte-de-santander,salazar,860.0,7.779,-72.817
54670,norte-de-santander,san-calixto,1650.0,8.408,-73.214
54673,norte-de-santander,san-cayetano-norte-de-santander,260.25,7.905,-72.623
54680,norte-de-santander,santiago-norte-de-santander,411.0,7.864,-72.716
54720,norte-de-santander,sardinata,282.571,8.256,-72.839
54743,norte-de-santander,silos,2852.0,7.212,-72.747
54800,norte-de-santander,teorama,710.0,8.464,-73.279
54810,norte-de-santander,tibú,74.75,8.578,-72.711
54820,norte-de-santander,toledo-norte-de-santander,852.857,7.08,-72.335
54871,norte-de-santander,villa-caro,1865.0,7.97,-72.999
54874,norte-de-santander,villa-del-rosario,490.667,7.787,-72.484
54003,norte-de-santander,ábrego,1515.741,8.053,-73.2
86001,putumayo,mocoa,1174.333,1.126,-76.739
86568,putumayo,puerto-asís,238.429,0.473,-76.47
86569,putumayo,puerto-caicedo,300.0,0.686,-76.605
86573,putumayo,puerto-leguízamo,165.692,-0.09,-74.989
86755,putumayo,san-francisco-putumayo,2100.0,1.134,-76.93
86757,putumayo,san-miguel-la-dorada,500.0,0.279,-76.927
86760,putumayo,santiago-putumayo,1340.0,1.12,-77.001
86749,putumayo,sibundoy,2130.0,1.117,-76.95
86865,putumayo,valle-del-guamuez-la-hormiga,500.0,0.48,-76.958
86885,putumayo,villagarzón,344.0,0.843,-76.572
63001,quindío,armenia-quindío,1357.0,4.493,-75.729
63130,quindío,calarcá,2255.0,4.528,-75.596
63302,quindío,génova,1524.0,4.217,-75.767
63548,quindío,pijao,1159.0,4.335,-75.734
63690,quindío,salento,26.0,4.636,-75.569
66045,risaralda,apía,1115.0,5.052,-75.947
66088,risaralda,belén-de-umbría,1678.5,5.187,-75.883
66170,risaralda,dosquebradas,1400.0,4.85,-75.683
66318,risaralda,guática,1627.25,5.286,-75.819
66400,risaralda,la-virginia,923.5,4.9,-75.883
66440,risaralda,marsella,1549.2,4.938,-75.743
66456,risaralda,mistrató,1483.0,5.294,-75.873
66001,risaralda,pereira,1434.524,4.78,-75.696
66572,risaralda,pueblo-rico,764.5,5.203,-76.006
66594,risaralda,quinchía,791.0,5.274,-75.666
66682,risaralda,santa-rosa-de-cabal,2403.833,4.803,-75.556
66687,risaralda,santuario-risaralda,2775.0,5.102,-76.014
68020,santander,albania-santander,1807.5,5.771,-73.915
68051,santander,aratoca,2860.0,6.8,-73.05
68079,santander,barichara,850.0,6.681,-73.235
68081,santander,barrancabermeja,97.846,7.044,-73.836
68092,santander,betulia-santander,192.0,7.039,-73.341
68101,santander,bolivar-santander,851.667,6.079,-73.996
68001,santander,bucaramanga,727.286,7.124,-73.124
68121,santander,cabrera-santander,612.5,6.553,-73.28
68132,santander,california,3100.0,7.317,-72.867
68147,santander,capitanejo,1204.25,6.517,-72.69
68152,santander,carcasí,224.0,6.628,-72.63
68160,santander,cepitá,607.5,6.752,-72.979
68162,santander,cerrito,2894.75,6.867,-72.695
68167,santander,charalá,1332.5,6.277,-73.144
68169,santander,charta,150.0,7.217,-73.05
68176,santander,chima-santander,526.667,6.359,-73.368
68190,santander,cimitarra,146.583,6.432,-74.119
68207,santander,concepción-santander,3168.0,6.81,-72.556
68209,santander,confines,1523.0,6.355,-73.24
68217,santander,coromoro,2084.0,6.234,-72.985
68229,santander,curití,1587.0,6.605,-73.063
54245,santander,el-carmen-santander,494.0,6.734,-73.563
68245,santander,el-guacamayo,1800.0,6.324,-73.467
68255,santander,el-playón,500.0,7.465,-73.201
68264,santander,encino,1814.0,6.138,-73.098
68276,santander,floridablanca,1013.167,7.081,-73.07
68307,santander,girón,618.0,7.04,-73.25
68318,santander,guaca,3050.333,6.956,-72.828
68320,santander,guadalupe-santander,1400.0,6.237,-73.415
68324,santander,guavatá,218.0,5.961,-73.702
68298,santander,gámbita,2026.2,5.905,-73.364
68368,santander,jesús-maría,2255.0,5.872,-73.848
68385,santander,landázuri,935.0,6.221,-73.809
68406,santander,lebrija,701.667,7.225,-73.279
68418,santander,los-santos,1460.0,6.759,-73.093
68425,santander,macaravita,1856.0,6.494,-72.581
68444,santander,matanza,1378.667,7.316,-73.044
68464,santander,mogotes,1679.75,6.485,-72.979
68468,santander,molagavita,2150.0,6.672,-72.811
68432,santander,málaga,2198.5,6.703,-72.732
68498,santander,ocamonte,1400.0,6.35,-73.117
68500,santander,oiba,1400.0,6.256,-73.318
68502,santander,onzaga,1560.0,6.273,-72.811
68522,santander,palmar,940.0,6.55,-73.288
68547,santander,piedecuesta,156.4,6.972,-73.039
68549,santander,pinchote,975.0,6.532,-73.199
68573,santander,puerto-parra,117.333,6.698,-74.076
68575,santander,puerto-wilches,82.053,7.578,-73.825
68533,santander,páramo,1277.0,6.431,-73.162
68615,santander,rionegro-santander,503.125,7.443,-73.396
68655,santander,sabana-de-torres,110.286,7.477,-73.534
68669,santander,san-andrés-santander,1702.0,6.83,-72.844
68679,santander,san-gil,1222.0,6.541,-73.117
68682,santander,san-joaquín,20.0,6.426,-72.874
68689,santander,san-vicente-de-chucurí,315.0,6.934,-73.509
68705,santander,santa-bárbara-santander,250.0,6.94,-72.932
68745,santander,simacota,126.667,6.617,-73.69
68755,santander,socorro,1115.333,6.451,-73.274
68770,santander,suaita,918.4,6.113,-73.42
68773,santander,sucre-santander,2270.0,5.92,-73.796
68780,santander,suratá,1754.4,7.406,-72.994
68820,santander,tona,2399.375,7.16,-72.953
68855,santander,valle-de-san-josé,1261.5,6.46,-73.108
68867,santander,vetas,3220.0,7.309,-72.878
68861,santander,vélez,1177.5,6.107,-73.745
68895,santander,zapatoca,1475.0,6.767,-73.271
70110,sucre,buenavista-sucre,100.0,9.359,-74.941
70124,sucre,caimito,20.0,8.791,-75.124
70230,sucre,chalán,100.0,9.539,-75.322
70204,sucre,colosó,130.0,9.501,-75.374
70215,sucre,corozal,122.0,9.271,-75.252
70235,sucre,galeras,47.5,9.173,-74.983
70265,sucre,guaranda,45.0,8.333,-74.736
70418,sucre,los-palmitos,183.333,9.421,-75.139
70429,sucre,majagual,44.2,8.586,-74.662
70473,sucre,morroa,168.0,9.357,-75.289
70508,sucre,ovejas,232.5,9.533,-75.175
70670,sucre,sampués,160.0,9.316,-75.388
70678,sucre,san-benito-abad,33.75,9.051,-75.033
70702,sucre,san-juan-de-betulia-betulia,165.0,9.327,-75.243
70708,sucre,san-marcos,37.75,8.619,-75.168
70713,sucre,san-onofre,27.125,9.847,-75.478
70001,sucre,sincelejo,115.667,9.284,-75.434
70742,sucre,sincé,60.0,9.177,-75.022
70771,sucre,sucre-sucre,27.5,8.872,-74.718
70820,sucre,tolú,7.667,9.463,-75.59
70823,sucre,tolú-viejo,59.75,9.44,-75.437
73024,tolima,alpujarra,1058.0,3.416,-74.869
73026,tolima,alvarado,439.0,4.568,-74.951
73030,tolima,ambalema,415.538,4.812,-74.814
73043,tolima,anzoátegui,3224.5,4.654,-75.209
73055,tolima,armero-guayabal,749.143,5.0,-74.887
73067,tolima,ataco,900.182,3.444,-75.546
73124,tolima,cajamarca,1920.8,4.395,-75.496
73148,tolima,carmen-de-apicalá,321.0,4.161,-74.713
73168,tolima,chaparral,546.2,3.73,-75.506
73217,tolima,coyaima,411.833,3.919,-75.183
73226,tolima,cunday,479.167,3.976,-74.714
73236,tolima,dolores,1556.0,3.602,-74.811
73268,tolima,espinal,387.0,4.197,-74.958
73275,tolima,flandes,287.333,4.281,-74.805
73283,tolima,fresno,1670.0,5.158,-75.049
73319,tolima,guamo,321.25,4.029,-74.943
73349,tolima,honda,727.8,5.222,-74.758
73001,tolima,ibagué,1571.794,4.474,-75.264
73352,tolima,icononzo,750.0,4.192,-74.501
73408,tolima,lérida,656.6,4.841,-74.913
73411,tolima,líbano,1624.5,4.936,-75.08
73443,tolima,mariquita,948.889,5.219,-74.895
73449,tolima,melgar,575.6,4.209,-74.62
73461,tolima,murillo,2281.333,4.876,-75.214
73483,tolima,natagaima,375.6,3.521,-75.117
73504,tolima,ortega,1166.2,3.945,-75.237
73547,tolima,piedras,384.0,4.535,-74.881
73555,tolima,planadas,1402.5,3.117,-75.697
73563,tolima,prado,372.111,3.736,-74.873
73585,tolima,purificación,338.429,3.867,-74.889
73616,tolima,rioblanco,1285.4,3.47,-75.694
73622,tolima,roncesvalles,2728.75,4.057,-75.594
73624,tolima,rovira,812.111,4.175,-75.281
73671,tolima,saldaña,1387.167,3.91,-75.049
73675,tolima,san-antonio,1474.0,3.912,-75.486
73678,tolima,san-luis-tolima,589.667,4.197,-75.107
73686,tolima,santa-isabel,2470.385,4.726,-75.213
73770,tolima,suárez-tolima,1518.0,4.039,-74.821
73854,tolima,valle-de-san-juan,624.0,4.216,-75.127
73861,tolima,venadillo,437.75,4.728,-74.937
73870,tolima,villahermosa,1802.6,4.952,-75.166
73873,tolima,villarrica,1041.75,3.876,-74.639
76020,valle-del-cauca,alcalá,1261.0,4.676,-75.786
76036,valle-del-cauca,andalucía,1314.0,4.087,-76.101
76041,valle-del-cauca,ansermanuevo,1465.5,4.785,-76.065
19100,valle-del-cauca,bolívar-valle-del-cauca,954.5,4.359,-76.247
76109,valle-del-cauca,buenaventura,32.2,3.881,-77.115
76111,valle-del-cauca,buga,813.333,3.881,-76.189
76113,valle-del-cauca,bugalagrande,912.0,4.187,-76.07
76122,valle-del-cauca,caicedonia,137.5,4.371,-75.855
76001,valle-del-cauca,cali,1034.625,3.423,-76.558
76130,valle-del-cauca,candelaria-valle-del-cauca,413.8,3.376,-76.375
76147,valle-del-cauca,cartago,941.5,4.689,-75.943
76233,valle-del-cauca,dagua,1164.0,3.647,-76.728
76248,valle-del-cauca,el-cerrito,2611.0,3.699,-76.13
76250,valle-del-cauca,el-dovio,1196.0,4.496,-76.352
76243,valle-del-cauca,el-águila,1341.0,4.971,-76.039
76275,valle-del-cauca,florida,1008.0,3.334,-76.223
76306,valle-del-cauca,ginebra,1826.0,3.773,-76.166
76318,valle-del-cauca,guacarí,990.0,3.77,-76.332
76364,valle-del-cauca,jamundí,570.8,3.236,-76.592
76377,valle-del-cauca,la-cumbre,1161.75,3.679,-76.571
76400,valle-del-cauca,la-unión-valle-del-cauca,923.5,4.563,-76.059
76403,valle-del-cauca,la-victoria-valle-del-cauca,949.0,4.516,-76.041
76497,valle-del-cauca,obando,986.0,4.589,-75.966
76520,valle-del-cauca,palmira,911.444,3.556,-76.313
76563,valle-del-cauca,pradera,155.0,3.46,-76.25
76616,valle-del-cauca,riofrío,936.0,4.133,-76.267
76622,valle-del-cauca,roldanillo,924.5,4.447,-76.105
76670,valle-del-cauca,san-pedro-valle-del-cauca,157.0,4.015,-76.158
76736,valle-del-cauca,sevilla,2279.0,4.121,-75.819
76823,valle-del-cauca,toro,933.8,4.62,-76.054
76834,valle-del-cauca,tuluá,1149.167,4.053,-76.093
76863,valle-del-cauca,versalles,189.0,4.573,-76.202
76869,valle-del-cauca,vijes,974.0,3.699,-76.43
76890,valle-del-cauca,yotoco,962.0,3.891,-76.351
76895,valle-del-cauca,zarzal,775.5,4.354,-76.023
97001,vaupés,mitú,170.0,0.959,-69.928
99773,vichada,cumaribo,119.267,4.446,-69.2
99524,vichada,la-primavera,85.455,5.893,-69.735
99001,vichada,puerto-carreño,69.0,5.942,-67.999
99624,vichada,santa-rosalía,108.0,5.283,-70.726
